Date,State,Pos_Tests,Neg_Tests,Currently_Hospitalized,Total_Hospitalized,ICU_Current,Total_ICU,On_Vent_Curr,Total_Vent_Util,Recovered,Deaths,DeathsConfCovid,DeathsProbCovid,NewPosCases,NewNegCases,TotalTested,NewTests,NewDeaths,NewHosp
2020-03-07,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020-03-08,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020-03-09,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020-03-10,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020-03-11,MS,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,20,0,0
2020-03-12,MS,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,42,22,0,0
2020-03-13,MS,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,45,3,0,0
2020-03-14,MS,6.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,43,90,45,0,0
2020-03-15,MS,10.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,94,4,0,0
2020-03-16,MS,12.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,193,289,195,0,0
2020-03-17,MS,21.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,91,389,100,0,0
2020-03-18,MS,34.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,111,513,124,0,0
2020-03-19,MS,50.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,73,602,89,0,0
2020-03-20,MS,80.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,143,775,173,1,0
2020-03-21,MS,140.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60,0,835,60,0,0
2020-03-22,MS,207.0,1114.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,419,1321,486,0,33
2020-03-23,MS,249.0,1143.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,29,1392,71,0,0
2020-03-24,MS,320.0,1552.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71,409,1872,480,0,53
2020-03-25,MS,377.0,1566.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,57,14,1943,71,1,31
2020-03-26,MS,485.0,2291.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,108,725,2776,833,4,33
2020-03-27,MS,579.0,2560.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,94,269,3139,363,2,35
2020-03-28,MS,663.0,2560.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,84,0,3223,84,5,34
2020-03-29,MS,758.0,2560.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,95,0,3318,95,1,16
2020-03-30,MS,847.0,2989.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,89,429,3836,518,2,-40
2020-03-31,MS,937.0,3537.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,90,548,4474,638,4,16
2020-04-01,MS,1073.0,3712.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,136,175,4785,311,2,121
2020-04-02,MS,1177.0,4753.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,104,1041,5930,1145,4,28
2020-04-03,MS,1358.0,4753.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,181,0,6111,181,3,60
2020-04-04,MS,1455.0,5133.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,97,380,6588,477,6,16
2020-04-05,MS,1638.0,5580.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,183,447,7218,630,8,39
2020-04-06,MS,1738.0,18632.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,100,13052,20370,13152,8,0
2020-04-07,MS,1915.0,18632.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,177,0,20547,177,8,-98
2020-04-08,MS,2003.0,18632.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,88,0,20635,88,8,33
2020-04-09,MS,2260.0,18632.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,257,0,20892,257,9,31
2020-04-10,MS,2469.0,18632.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,209,0,21101,209,6,41
2020-04-11,MS,2642.0,18632.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,173,0,21274,173,11,46
2020-04-12,MS,2781.0,18632.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,139,0,21413,139,3,20
2020-04-13,MS,2942.0,28042.0,0.0,549.0,124.0,0.0,84.0,0.0,0.0,98.0,0.0,0.0,161,9410,30984,9571,2,1
2020-04-14,MS,3087.0,34791.0,0.0,596.0,154.0,0.0,99.0,0.0,0.0,111.0,0.0,0.0,145,6749,37878,6894,13,47
2020-04-15,MS,3360.0,34791.0,0.0,645.0,154.0,0.0,99.0,0.0,0.0,122.0,0.0,0.0,273,0,38151,273,11,49
2020-04-16,MS,3624.0,34791.0,0.0,682.0,154.0,0.0,99.0,0.0,0.0,129.0,0.0,0.0,264,0,38415,264,7,37
2020-04-17,MS,3793.0,34791.0,0.0,736.0,154.0,0.0,99.0,0.0,0.0,140.0,0.0,0.0,169,0,38584,169,11,54
2020-04-18,MS,3974.0,34791.0,0.0,782.0,154.0,0.0,99.0,0.0,0.0,152.0,0.0,0.0,181,0,38765,181,12,46
2020-04-19,MS,4274.0,34791.0,0.0,808.0,138.0,0.0,79.0,0.0,0.0,159.0,0.0,0.0,300,0,39065,300,7,26
2020-04-20,MS,4512.0,46922.0,548.0,819.0,146.0,0.0,89.0,0.0,0.0,169.0,0.0,0.0,238,12131,51434,12369,10,11
2020-04-21,MS,4716.0,47648.0,548.0,858.0,146.0,0.0,89.0,0.0,0.0,183.0,0.0,0.0,204,726,52364,930,14,39
2020-04-22,MS,4894.0,48941.0,628.0,910.0,162.0,0.0,86.0,0.0,0.0,193.0,0.0,0.0,178,1293,53835,1471,10,52
2020-04-23,MS,5153.0,50236.0,595.0,946.0,156.0,0.0,78.0,0.0,0.0,201.0,0.0,0.0,259,1295,55389,1554,8,36
2020-04-24,MS,5434.0,50236.0,586.0,970.0,148.0,0.0,74.0,0.0,0.0,209.0,0.0,0.0,281,0,55670,281,8,24
2020-04-25,MS,5718.0,53239.0,649.0,996.0,152.0,0.0,78.0,0.0,0.0,221.0,0.0,0.0,284,3003,58957,3287,12,26
2020-04-26,MS,5911.0,54877.0,644.0,1001.0,146.0,0.0,67.0,0.0,0.0,227.0,0.0,0.0,193,1638,60788,1831,6,5
2020-04-27,MS,6094.0,57368.0,590.0,1060.0,142.0,0.0,71.0,0.0,0.0,229.0,0.0,0.0,183,2491,63462,2674,2,59
2020-04-28,MS,6342.0,58070.0,639.0,1088.0,162.0,0.0,77.0,0.0,0.0,239.0,0.0,0.0,248,702,64412,950,10,28
2020-04-29,MS,6569.0,59525.0,677.0,1126.0,151.0,0.0,69.0,0.0,3413.0,250.0,0.0,0.0,227,1455,66094,1682,11,38
2020-04-30,MS,6815.0,59525.0,639.0,1175.0,146.0,0.0,72.0,0.0,3413.0,261.0,0.0,0.0,246,0,66340,246,11,49
2020-05-01,MS,7212.0,64336.0,651.0,1226.0,160.0,0.0,75.0,0.0,3413.0,281.0,0.0,0.0,397,4811,71548,5208,20,51
2020-05-02,MS,7441.0,67034.0,632.0,1265.0,142.0,0.0,71.0,0.0,3413.0,291.0,0.0,0.0,229,2698,74475,2927,10,39
2020-05-03,MS,7550.0,70043.0,667.0,1298.0,143.0,0.0,73.0,0.0,3413.0,303.0,0.0,0.0,109,3009,77593,3118,12,33
2020-05-04,MS,7877.0,71800.0,646.0,1316.0,145.0,0.0,78.0,0.0,4421.0,310.0,0.0,0.0,327,1757,79677,2084,7,18
2020-05-05,MS,8207.0,72101.0,645.0,1352.0,162.0,0.0,77.0,0.0,4421.0,342.0,0.0,0.0,330,301,80308,631,32,36
2020-05-06,MS,8424.0,72101.0,618.0,1392.0,144.0,0.0,79.0,0.0,4421.0,374.0,0.0,0.0,217,0,80525,217,32,40
2020-05-07,MS,8686.0,72101.0,650.0,1442.0,139.0,0.0,71.0,0.0,4421.0,396.0,0.0,0.0,262,0,80787,262,22,50
2020-05-08,MS,9090.0,72101.0,632.0,1478.0,123.0,0.0,58.0,0.0,4421.0,409.0,0.0,0.0,404,0,81191,404,13,36
2020-05-09,MS,9378.0,72101.0,607.0,1512.0,133.0,0.0,76.0,0.0,4421.0,421.0,0.0,0.0,288,0,81479,288,12,34
2020-05-10,MS,9501.0,72101.0,645.0,1531.0,141.0,0.0,78.0,0.0,4421.0,430.0,0.0,0.0,123,0,81602,123,9,19
2020-05-11,MS,9674.0,86211.0,507.0,1546.0,132.0,0.0,68.0,0.0,6268.0,435.0,0.0,0.0,173,14110,95885,14283,5,15
2020-05-12,MS,9908.0,87784.0,604.0,1582.0,146.0,0.0,75.0,0.0,6268.0,457.0,0.0,0.0,234,1573,97692,1807,22,36
2020-05-13,MS,10090.0,89958.0,604.0,1616.0,150.0,0.0,79.0,0.0,6268.0,465.0,0.0,0.0,182,2174,100048,2356,8,34
2020-05-14,MS,10483.0,94843.0,589.0,1667.0,131.0,0.0,72.0,0.0,6268.0,480.0,0.0,0.0,393,4885,105326,5278,15,51
2020-05-15,MS,10801.0,96022.0,573.0,1712.0,172.0,0.0,81.0,0.0,6268.0,493.0,0.0,0.0,318,1179,106823,1497,13,45
2020-05-16,MS,11123.0,97353.0,641.0,1748.0,170.0,0.0,81.0,0.0,6268.0,510.0,0.0,0.0,322,1331,108476,1653,17,36
2020-05-17,MS,11296.0,101830.0,608.0,1773.0,158.0,0.0,81.0,0.0,6268.0,521.0,0.0,0.0,173,4477,113126,4650,11,25
2020-05-18,MS,11432.0,104335.0,559.0,1805.0,141.0,0.0,75.0,0.0,7681.0,528.0,0.0,0.0,136,2505,115767,2641,7,32
2020-05-19,MS,11704.0,106056.0,611.0,1840.0,153.0,0.0,87.0,0.0,7681.0,554.0,0.0,0.0,272,1721,117760,1993,26,35
2020-05-20,MS,11967.0,108713.0,644.0,1901.0,157.0,0.0,89.0,0.0,7681.0,570.0,0.0,0.0,263,2657,120680,2920,16,61
2020-05-21,MS,12222.0,113748.0,638.0,1932.0,158.0,0.0,92.0,0.0,7681.0,580.0,0.0,0.0,255,5035,125970,5290,10,31
2020-05-22,MS,12624.0,125349.0,557.0,1966.0,159.0,0.0,85.0,0.0,7681.0,596.0,0.0,0.0,402,11601,137973,12003,16,34
2020-05-23,MS,13005.0,121215.0,590.0,1996.0,154.0,0.0,93.0,0.0,7681.0,616.0,0.0,0.0,381,-4134,134220,-3753,20,30
2020-05-24,MS,13252.0,124650.0,512.0,2023.0,150.0,0.0,73.0,0.0,7681.0,625.0,0.0,0.0,247,3435,137902,3682,9,27
2020-05-25,MS,13458.0,130459.0,566.0,2046.0,152.0,0.0,94.0,0.0,9401.0,635.0,0.0,0.0,206,5809,143917,6015,10,23
2020-05-26,MS,13731.0,134088.0,561.0,2070.0,134.0,0.0,81.0,0.0,9401.0,652.0,0.0,0.0,273,3629,147819,3902,17,24
2020-05-27,MS,14044.0,134088.0,547.0,2106.0,127.0,0.0,73.0,0.0,9401.0,670.0,0.0,0.0,313,0,148132,313,18,36
2020-05-28,MS,14372.0,142125.0,594.0,2147.0,148.0,0.0,78.0,0.0,9401.0,693.0,0.0,0.0,328,8037,156497,8365,23,41
2020-05-29,MS,14790.0,151518.0,584.0,2208.0,121.0,0.0,77.0,0.0,9401.0,710.0,0.0,0.0,418,9393,166308,9811,17,61
2020-05-30,MS,15229.0,150703.0,593.0,2240.0,145.0,0.0,92.0,0.0,9401.0,723.0,0.0,0.0,439,-815,165932,-376,13,32
2020-05-31,MS,15501.0,156336.0,570.0,2272.0,113.0,0.0,108.0,0.0,9401.0,734.0,0.0,0.0,272,5633,171837,5905,11,32
2020-06-01,MS,15752.0,160502.0,584.0,2296.0,146.0,0.0,97.0,0.0,11203.0,739.0,0.0,0.0,251,4166,176254,4417,5,24
2020-06-02,MS,16020.0,163478.0,584.0,2296.0,146.0,0.0,97.0,0.0,11203.0,767.0,752.0,15.0,268,2976,179498,3244,28,0
2020-06-03,MS,16322.0,168425.0,602.0,2340.0,141.0,0.0,96.0,0.0,11203.0,782.0,767.0,15.0,302,4947,184747,5249,15,44
2020-06-04,MS,16560.0,168425.0,633.0,2340.0,145.0,0.0,97.0,0.0,11203.0,794.0,778.0,16.0,238,0,184985,238,12,0
2020-06-05,MS,16759.0,176354.0,604.0,2475.0,149.0,0.0,84.0,0.0,11203.0,803.0,787.0,16.0,199,7929,193113,8128,9,135
2020-06-06,MS,16769.0,176354.0,604.0,2475.0,149.0,0.0,84.0,0.0,11203.0,803.0,787.0,16.0,10,0,193123,10,0,0
2020-06-07,MS,17270.0,185979.0,585.0,2522.0,133.0,0.0,69.0,0.0,11203.0,817.0,801.0,16.0,501,9625,203249,10126,14,47
2020-06-08,MS,17768.0,190444.0,598.0,2535.0,142.0,0.0,83.0,0.0,13356.0,837.0,821.0,16.0,498,4465,208212,4963,20,13
2020-06-09,MS,17768.0,190444.0,598.0,2535.0,142.0,0.0,83.0,0.0,13356.0,837.0,821.0,16.0,0,0,208212,0,0,0
2020-06-10,MS,18483.0,195402.0,655.0,2614.0,160.0,0.0,99.0,0.0,13356.0,868.0,851.0,17.0,715,4958,213885,5673,31,79
2020-06-11,MS,18483.0,195402.0,655.0,2614.0,160.0,0.0,99.0,0.0,13356.0,868.0,851.0,17.0,0,0,213885,0,0,0
2020-06-12,MS,19091.0,195402.0,710.0,2643.0,172.0,0.0,94.0,0.0,13356.0,881.0,856.0,16.0,608,0,214493,608,13,29
2020-06-13,MS,19348.0,194537.0,684.0,2644.0,160.0,0.0,103.0,0.0,13356.0,889.0,873.0,16.0,257,-865,213885,-608,8,1
2020-06-14,MS,19516.0,194537.0,667.0,2665.0,151.0,0.0,99.0,0.0,13356.0,891.0,873.0,16.0,168,0,214053,168,2,21
2020-06-15,MS,19799.0,210704.0,661.0,2680.0,163.0,0.0,100.0,0.0,15323.0,895.0,879.0,16.0,283,16167,230503,16450,4,15
2020-06-16,MS,20152.0,220651.0,668.0,2728.0,160.0,0.0,98.0,0.0,15323.0,915.0,899.0,16.0,353,9947,240803,10300,20,48
2020-06-17,MS,20641.0,223748.0,668.0,2767.0,161.0,0.0,100.0,0.0,15323.0,938.0,922.0,16.0,489,3097,244389,3586,23,39
2020-06-18,MS,20641.0,218074.0,668.0,2767.0,161.0,0.0,100.0,0.0,15323.0,938.0,922.0,16.0,0,-5674,238715,-5674,0,0
2020-06-19,MS,20641.0,218074.0,661.0,2767.0,159.0,0.0,108.0,0.0,15323.0,938.0,922.0,16.0,0,0,238715,0,0,0
2020-06-20,MS,20641.0,218074.0,465.0,2767.0,159.0,0.0,108.0,0.0,15323.0,938.0,922.0,16.0,0,0,238715,0,0,0
2020-06-21,MS,20641.0,218074.0,689.0,2767.0,156.0,0.0,98.0,0.0,15323.0,938.0,922.0,16.0,0,0,238715,0,0,0
2020-06-22,MS,22287.0,230962.0,710.0,2881.0,148.0,0.0,95.0,0.0,17242.0,978.0,961.0,17.0,1646,12888,253249,14534,40,114
2020-06-23,MS,22898.0,230962.0,664.0,2915.0,151.0,0.0,88.0,0.0,17242.0,989.0,972.0,17.0,611,0,253860,611,11,34
2020-06-24,MS,23424.0,238237.0,767.0,2946.0,157.0,0.0,91.0,0.0,17242.0,1011.0,994.0,17.0,526,7275,261661,7801,22,31
2020-06-25,MS,24516.0,241481.0,755.0,2998.0,157.0,0.0,94.0,0.0,17242.0,1016.0,999.0,17.0,1092,3244,265997,4336,5,52
2020-06-26,MS,25066.0,246828.0,769.0,3044.0,153.0,0.0,90.0,0.0,17242.0,1022.0,1005.0,17.0,550,5347,271894,5897,6,46
2020-06-27,MS,25531.0,251790.0,731.0,3078.0,169.0,0.0,90.0,0.0,17242.0,1035.0,1018.0,17.0,465,4962,277321,5427,13,34
2020-06-28,MS,25892.0,254296.0,676.0,3102.0,149.0,0.0,88.0,0.0,17242.0,1039.0,1022.0,17.0,361,2506,280188,2867,4,24
2020-06-29,MS,26567.0,256955.0,719.0,3115.0,158.0,0.0,93.0,0.0,19388.0,1059.0,1042.0,17.0,675,2659,283522,3334,20,13
2020-06-30,MS,27247.0,260299.0,779.0,3156.0,167.0,0.0,91.0,0.0,19388.0,1073.0,1056.0,17.0,680,3344,287546,4024,14,41
2020-07-01,MS,27900.0,265852.0,786.0,3177.0,160.0,0.0,85.0,0.0,19388.0,1082.0,1064.0,18.0,653,5553,293752,6206,9,21
2020-07-02,MS,28770.0,270269.0,863.0,3208.0,167.0,0.0,94.0,0.0,19388.0,1092.0,1074.0,18.0,870,4417,299039,5287,10,31
2020-07-03,MS,28770.0,270269.0,863.0,3208.0,167.0,0.0,94.0,0.0,19388.0,1092.0,1074.0,18.0,0,0,299039,0,0,0
2020-07-04,MS,30674.0,279241.0,872.0,3268.0,175.0,0.0,88.0,0.0,19388.0,1107.0,1089.0,18.0,1904,8972,309915,10876,15,60
2020-07-05,MS,30900.0,279241.0,872.0,3268.0,175.0,0.0,88.0,0.0,19388.0,1111.0,1093.0,18.0,226,0,310141,226,4,0
2020-07-06,MS,31257.0,283431.0,825.0,3280.0,165.0,0.0,98.0,0.0,22167.0,1114.0,1096.0,18.0,357,4190,314688,4547,3,12
2020-07-07,MS,32214.0,283431.0,885.0,3315.0,173.0,0.0,95.0,0.0,22167.0,1158.0,1139.0,19.0,957,0,315645,957,44,35
2020-07-08,MS,32888.0,283431.0,883.0,3365.0,190.0,0.0,101.0,0.0,22167.0,1188.0,1168.0,20.0,674,0,316319,674,30,50
2020-07-09,MS,33591.0,291213.0,941.0,3414.0,187.0,0.0,104.0,0.0,22167.0,1204.0,1184.0,20.0,703,7782,324804,8485,16,49
2020-07-10,MS,34622.0,295690.0,981.0,3455.0,205.0,0.0,103.0,0.0,22167.0,1215.0,1195.0,20.0,1031,4477,330312,5508,11,41
2020-07-11,MS,35419.0,298924.0,963.0,3495.0,202.0,0.0,107.0,0.0,22167.0,1230.0,1208.0,22.0,797,3234,334343,4031,15,40
2020-07-12,MS,36287.0,298924.0,963.0,3495.0,202.0,0.0,107.0,0.0,22167.0,1249.0,1227.0,22.0,868,0,335211,868,19,0
2020-07-13,MS,36680.0,306735.0,1020.0,3530.0,208.0,0.0,110.0,0.0,25932.0,1250.0,1228.0,22.0,393,7811,343415,8204,1,35
2020-07-14,MS,37542.0,312671.0,1059.0,3585.0,227.0,0.0,126.0,0.0,25932.0,1272.0,1249.0,23.0,862,5936,350213,6798,22,55
2020-07-15,MS,38567.0,318290.0,1099.0,3629.0,240.0,0.0,132.0,0.0,25932.0,1290.0,1266.0,24.0,1025,5619,356857,6644,18,44
2020-07-16,MS,39797.0,324103.0,1117.0,3675.0,247.0,0.0,125.0,0.0,25932.0,1308.0,1283.0,25.0,1230,5813,363900,7043,18,46
2020-07-17,MS,40829.0,330635.0,1076.0,3712.0,253.0,0.0,129.0,0.0,25932.0,1332.0,1303.0,29.0,1032,6532,371464,7564,24,37
2020-07-18,MS,41846.0,335439.0,1076.0,3727.0,253.0,0.0,129.0,0.0,25932.0,1346.0,1316.0,30.0,1017,4804,377285,5821,14,15
2020-07-19,MS,42638.0,335439.0,1129.0,3727.0,278.0,0.0,132.0,0.0,25932.0,1355.0,1324.0,31.0,792,0,378077,792,9,0
2020-07-20,MS,43889.0,346086.0,1119.0,3766.0,284.0,0.0,143.0,0.0,30315.0,1358.0,1327.0,31.0,1251,10647,389975,11898,3,39
2020-07-21,MS,45524.0,349674.0,1154.0,3797.0,293.0,0.0,140.0,0.0,30315.0,1389.0,1358.0,31.0,1635,3588,395198,5223,31,31
2020-03-07,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020-03-08,MO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0
2020-03-09,MO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
2020-03-10,MO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
2020-03-11,MO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
2020-03-12,MO,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64,65,64,0,0
2020-03-13,MO,2.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,73,8,0,0
2020-03-14,MO,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19,94,21,0,0
2020-03-15,MO,5.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32,127,33,0,0
2020-03-16,MO,6.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42,170,43,0,0
2020-03-17,MO,8.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,43,215,45,0,0
2020-03-18,MO,13.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,46,266,51,0,0
2020-03-19,MO,24.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,55,332,66,1,0
2020-03-20,MO,47.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,61,416,84,0,0
2020-03-21,MO,73.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,26,0,442,26,2,0
2020-03-22,MO,90.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17,0,459,17,0,0
2020-03-23,MO,183.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,93,0,552,93,0,0
2020-03-24,MO,183.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,552,0,0,0
2020-03-25,MO,356.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,173,0,725,173,5,0
2020-03-26,MO,502.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,146,0,871,146,0,0
2020-03-27,MO,669.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,167,0,1038,167,0,0
2020-03-28,MO,838.0,10082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,169,9713,10920,9882,2,0
2020-03-29,MO,838.0,11547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,1465,12385,1465,0,0
2020-03-30,MO,1031.0,13204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,193,1657,14235,1850,3,0
2020-03-31,MO,1327.0,14614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,296,1410,15941,1706,1,0
2020-04-01,MO,1581.0,15846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,254,1232,17427,1486,4,0
2020-04-02,MO,1834.0,17849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,253,2003,19683,2256,1,0
2020-04-03,MO,2113.0,19357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,279,1508,21470,1787,0,0
2020-04-04,MO,2291.0,22614.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,178,3257,24905,3435,5,0
2020-04-05,MO,2367.0,24882.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,76,2268,27249,2344,10,0
2020-04-06,MO,2722.0,27113.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,355,2231,29835,2586,5,0
2020-04-07,MO,3037.0,28932.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,315,1819,31969,2134,14,0
2020-04-08,MO,3327.0,30783.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,290,1851,34110,2141,5,0
2020-04-09,MO,3539.0,34955.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,212,4172,38494,4384,19,0
2020-04-10,MO,3799.0,36941.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,260,1986,40740,2246,19,0
2020-04-11,MO,4024.0,39148.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,225,2207,43172,2432,13,0
2020-04-12,MO,4160.0,41040.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,136,1892,45200,2028,1,0
2020-04-13,MO,4388.0,41040.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,228,0,45428,228,4,0
2020-04-14,MO,4686.0,43292.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,298,2252,47978,2550,19,0
2020-04-15,MO,4895.0,44117.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,209,825,49012,1034,14,0
2020-04-16,MO,5111.0,45537.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,216,1420,50648,1636,5,0
2020-04-17,MO,5283.0,46434.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,172,897,51717,1069,13,0
2020-04-18,MO,5517.0,48242.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,234,1808,53759,2042,10,0
2020-04-19,MO,5667.0,48242.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,150,0,53909,150,1,0
2020-04-20,MO,5807.0,50206.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,140,1964,56013,2104,1,0
2020-04-21,MO,5941.0,51179.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,134,973,57120,1107,12,0
2020-04-22,MO,6137.0,52019.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,196,840,58156,1036,19,0
2020-04-23,MO,6321.0,53129.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,184,1110,59450,1294,10,0
